Date,Text
2021-03-03,"H.E Uhuru Kenyatta, President of the Republic of Kenya will tomorrow Thursday address the Diplomatic Corps at Statehouse Nairobi. @StateHouseKenya"
2021-03-03,"Kenya Constitution strongly advances women’s participation in political, social, and economic activities. In 2010 six women made history for being the first women to win seats as Governors and Senators in competitive politics. #IWD2021 #ChooseToChallenge"
2021-03-03,"CS Amb Raychelle Omamo received credentials from Dr. Stephen Jackson, the newly appointed UN Resident Coordinator in Kenya. CS Omamo wished the UN representative success, expressing appreciation for efforts extended by UN in supporting various fields of  development in Kenya."
2021-03-03,@ForeignOfficeKE is privileged to have within it's ranks women who have distinguished themselves by breaking barriers and shattered the glass ceiling metaphor and achieved professional success in diplomacy. #ChooseToChallenge  #IWD2021
2021-03-02,@ForeignOfficeKE male champions led by @AmbMKamau are taking part in the #ChooseToChallenge campaign to celebrate women’s achievements globally. They are committed and believe in the strategic importance of driving gender balance to attain the Ministry’s objectives. #IWD2021
2021-03-02,"In the spirit of  #IWD2021 themed “Women in leadership:Achieving an equal future in a Covid-19 world” to be marked on March 8, @ForeignOfficeKE celebrates women's achievements here &amp; abroad by showcasing female faces steering Kenya’s diplomacy in the #ChooseToChallenge campaign."
2021-03-01,"Outgoing Head of the European Union (EU) Amb. Simon Mordue, today paid a farewell call on CS for Foreign Affairs Amb. Raychelle Omamo. CS Omamo lauded the envoy’s commitment to strengthen Kenya-EU cooperation and the desire for even closer ties in various sectors of our economy."
2021-03-01,"CS Omamo wished Amb. Mordue well as he becomes Chief Foreign Policy Advisor to the @EUCouncil President. The envoy expressed gratitude, pointing that Kenya’s strategic leadership role in the region is likely to grow with increasing responsibility on regional &amp; continental issues."
2021-02-26,"Foreign Affairs CS Amb Raychelle Omamo today received a special message on behalf of H.E President Uhuru Kenyatta from H.E President Alassane Quattara of Côte d’Ivoire. The message was delivered by Mr. Francois Albert Amichia, Minister of the City of Republic of Côte d’Ivoire."
2021-02-25,PS @AmbMKamau -led NDITC project assessment team summed the visit by inspecting the Suam one Stop Border Post(OSBP)which is jointly been implemented by the Governments of Kenya and Uganda. The works entails the upgrading of the existing border post to a modern OSBP.
2021-02-25,The PSs also visited St Barnabas Girls
2021-02-25,"Foreign Affairs PS together with  Devolution PS Julius Korir and Planning PS Saitoti Torome visited the Kiptogot Kolongolo water project in Transnzoia County. The mega gravity water project to cost Ksh1.2b will supply at least 11,000 cubic meters of water to 75,000 area residents"
2021-02-25,"PSs Macharia Kamau, Saitoti Torome and Julius Korir inspected the upgrading of Kitale - Endebess - Suam Rd project. The 45km road from Kitale town, connecting Kenya and Uganda will be of great benefit to the residents of two countries."
2021-02-25,"PS Foreign Affairs @AmbMKamau, PS, Devolution Julius Korir, and PS Planning Saitoti Torome are currently inspecting the Kitale Airport project in Transnzioia County in the ongoing NDITC Project Assessment by PSs.They noted the good progress, with efforts for completion by July."
2021-02-25,Foreign Affairs P.S @AmbMKamau   this morning paid a courtesy call on Transnzioia County Commissioner Samson Ojwang at his Office. Amb Kamau is leading National Development Implementation Technical Committee (NDITC) in verification exercise of National Government projects.
2021-02-24,"5/5 She reiterated the need for global solidarity in climate action, emphasizing that adaptation &amp; mitigation strategies that are more ambitious &amp; gender responsive are urgently required

""As a member of the UNSC Kenya will continue to build global consensus on climate action """
2021-02-24,"4/5  ""Women who are traditionally disadvantaged regarding access to societal decision making power and to economic resources, experience more risks and encumbrances during climate related disasters than men do,"" - CS Omamo"
2021-02-24,"3/5  She highlighted that “Climate Change is not only an economic, environment and political issue, but also a human rights issue that leads to disruption of enjoyment of human rights with serious adverse effects on women."""
2021-02-24,"2/5  Speaking on the nexus between Climate Change, Human Rights &amp; Women, CS Omamo noted that although the impacts of climate change are severe for all humanity, developing countries particularly in Africa are the most vulnerable despite being the least polluters."
2021-02-24,1/5 CS Amb. Raychelle Omamo participated at the Alliance for Multilateralism ministerial virtual meeting on “New Frontiers for Human Rights.”  The event was convened on the margins of the High Level Segment of the Human Rights Council in Geneva.
2021-02-22,Ukraine Ambassador to Kenya H.E Andriy Pravednyk today paid a courtesy call on Foreign Affairs CAS Hon Ababu Namwamba. They discussions issues of mutual interest between Kenya and Ukraine.
2021-02-22,"Foreign Affairs C.S Amb Raychelle Omamo today met with  Kenya Amb. designate to Iran Amb. Joshua Gatimu. While wishing him well, CS Omamo urged him to further enhance  bilateral and mutual partnerships with Iran for the benefit of all Kenyans."
2021-02-17,"4/4   The Cabinet Secretary recommended continued dialogue between the UNSC and countries in conflict, countries hosting refugees and humanitarian agencies so as to improve responses to Covid-19 and emerging security challenges in a more effective and coordinated manner."
2021-02-17,3/4  She underscored urgent need to scale up local manufacturing through technology transfer and elimination of barriers related to intellectual property.
2021-02-17,"2/4  The CS called on the Council to lead the way in setting up norms and rules that will guide mitigation and ensure equitable, affordable and timely access to corona virus vaccine particularly in developing countries and fragile and conflict affected regions"
2021-02-17,1/4  CS Amb. Raychelle Omamo  participated in the UNSC open debate on the Implementation of resolution 2532 (2020) on cessation of hostilities in the context of Covid-19 Pandemic.  The meeting was addressed by UN Secretary General H.E. António Guterres.
2021-02-17,"Amb Macharia Kamau, Principal Secretary Ministry of Foreign Affairs, and Susan Mochache, Principal Secretary, Ministry of Health held a meeting to discussed ways of ensuring sufficient drugs for HIV, Tuberculosis, Malaria, and Family planning in Kenya."
2021-02-17,"The Amb. of the People’s Republic of China, H.E Amb. Zhou Pingjian today paid a courtesy call on the PS for Foreign Affairs @AmbMKamau. The Amb conveyed a special message and took the opportunity to review a wide range of bilateral issues and the FOCAC meeting for June 2021."
2021-02-17,"CS Amb Raychelle Omamo participated at the HL Session on ''Ocean Action for Sustainability- Building a global vision to tackle plastic pollution"" co-hosted by Kenya and @UNEP   CS said Kenya supports CLEAN SEAS Campaign and is committed to the ocean agenda."
2021-02-17,"CS Amb Raychelle Omamo participated at the HL Session on ''Ocean Action for Sustainability- Building a global vision to tackle plastic pollution"" co-hosted by Kenya and @UNEP.  CS said Kenya supports CLEAN SEAS Campaign and is committed to the ocean agenda."
2021-02-17,"CS Amb.Raychelle Omamo held a virtual mtg with H.E.Heiko Maas, Foreign Minister of the Federal Republic of Germany. Discussions focused on issues of mutual interest particularly bolstering security in the region, roll out of Covid-19 vaccines &amp; future devt cooperation btw 🇰🇪 &amp; 🇩🇪"
2021-02-17,PS @AmbMKamau with the Ambassador of People’s Republic of Algeria Ms. Selma Malika Haddadi who paid a courtesy call @ForeignOfficeKE. The two discussed bilateral issues of mutual interest to the two countries.
2021-02-17,"Be part of a discussion on Oceans Actions for Sustainability - Building a global vision to tackle plastic pollution.
The event is organized by Kenya and @UNEP on the margins of the #UNEA5.
@ForeignOfficeKE CS Raychelle Omamo joins other world leaders on the discussion."
2021-02-16,"Foreign Affairs P.S @AmbMKamau this afternoon met with Italian Ambassador to Kenya H.E Alberto Pieri. They discussed bilateral relations, of importance the implementation of existing Kenya- Italy bilateral agreements and fast-tracking of pending agreements."
2021-02-16,Foreign Affairs P.S @AmbMKamau this afternoon met with Italian Ambassador to Kenya H.E Alberto Pieri. They discussed bilateral relations of importance the implementation of existing Kenya- Italy bilateral agreements and fast-tracking of pending agreements.
2021-02-16,"PS @AmbMKamau, Dr. Kevit Desai PS State Department of East African Community; PS Amb Johnson Weru, Trade;  members of the Parliamentary Committee for Defence and Foreign Relations and members of EALA-Kenya Chapter held a consultative meeting on  issues East Africa Community."
2021-02-16,"UNEA5 will be held virtually, 22- 23 February under the theme “Strengthening Actions for Nature to Achieve the Sustainable Development Goals”.The Assembly will provide leadership, catalyze intergovernmental actions on the environment, &amp; contribute to the UN 2030 Agenda for SDGs"
2021-02-16,"PS @AmbMKamau, PS Dr. Chris Kiptoo, Ministry of Environment, Joyce Msuya Deputy Executive Director and Ass. SG-UNEP, and Duncan Mboya, president of the Kenya Environmental Journalists addressing the media on the 5th Session of the United Nations Environmental Assembly #UNEA5"
2021-02-14,"High-Level event hosted by Kenya and @UNEP
""Ocean Action for Sustainability-Building a global  vision to tackle plastic pollution"".
17 February 2021 from 5:00pm to 6:30pm
@Environment_Ke @StateHouseKenya @UNEP
#UNEA5"
2021-02-14,"Tune in on the Flipflopi Expedition. 17 February 2021.
@UNEP #UNEA5"
2021-02-12,"2/2. During the meeting with the  diplomats, CS Omamo urged them to fly the Kenya's flag high by promoting friendly, broad and solid partnerships with all the countries they have been accredited to, for the benefit of Kenyans."
2021-02-12,1/2 Foreign Affairs C.S Amb. Raychelle Omamo today met with Kenya's Ambassadors designates to Japan  Amb. Tabu Irina; Brazil Amb Lemarron Kaanto; Thailand. Amb. Lindsay Kiptiness;  and Australia Amb. John Tipis.
2021-02-11,"Foreign Affairs P.S Amb.Macharia Kamau together with PSs Dr.Kevit Desai,Julius Korir and Saitoti Torome were today in Makueni County to inspect National Government Projects among them: Thwake multi purpose Dam, Covid-19 protocols in schools and Tawa- Nguluni road infrastructure."
2021-02-05,CS @ForeignOfficeKe Amb. Raychelle Omamo during day 3 of the 38th Ordinary Session of African Union Executive Council. The meeting was held in preparation of the 34th Ordinary Session of the Assembly of Heads of State and Government to be held on 6-7 February 2021
2021-02-04,"Foreign Affairs CAS @AbabuNamwamba led the Kenyan team for a virtual political consultations with Brazil. A wide range of bilateral, regional and multilateral cooperation in Education, Agriculture, Trade, Environment, UNSC were discussed. They also agreed to organize for JCC."
2021-02-04,"PS @AmbMKamau held a meeting with H.E. Francisco André, State Secretary of Foreign Affairs of Portugal. They discussed bilateral &amp; multilateral relations particularly collaboration in the UN Ocean conference, AU-EU cooperation and participation in the EU- Africa business forum."
2021-02-04,CS @ForeignOfficeKe Amb. Raychelle Omamo attended a meeting at Sagana State Lodge where Mohammed Hassan Eltaashi Sudan's Special Envoy delivered a special message from the country's Sovereign Council to H E. President Uhuru Kenyatta.
2021-02-04,Outgoing Mozambican High Commissioner to Kenya Bernardo Tsonbe Constantino Lidimba bid farewell to H.E. President Uhuru Kenyatta at Sagana State Lodge yesterday. Present was CS @ForeignOfficeKe Amb. Raychelle Omamo.
2021-02-04,The virtual mtg of Foreign Ministers was attended by the leadership of the AU Commission as well as reps from the AU organs.The outcomes of the EC meeting will be presented to the 34th Ordinary Session of the Assembly of Heads of State &amp; Government scheduled  from 6-7 Feb 2021
2021-02-04,"CS @ForeignOfficeKe Amb Raychelle Omamo participated in the 38th Ordinary Session of the African Union (AU) Executive Council which officially opened on Wednesday 3rd Feb 2021. The AU theme of the Year 2021 is, “Arts, Culture and Heritage: Levers for Building the Africa We Want”."
2021-02-04,CS Amb Raychelle Omamo together with Cabinet colleagues Adan  Mohammed and Charles Keter yesterday toured the Western Bypass infrastructure project in Kiambu County and paid a visit to Kiambu High School.The Bypass connecting Southern/Northern Bypasses is on course for completion
2021-01-29,PS Amb @AmbMKamau led the Kenya team in the 3rd round of Kenya-Pakistan Bilateral Consultations held virtually. The consultations attended by Pakistan Foreign Secretary H.E Sohail Mahmood aimed at enhancing the strong bonds of friendship and identify other areas of cooperation.
2021-01-28,Dr. Sattari is leading a  delegation of 40 Iranian Business people in different sectors who met with the Kenya business community for a business forum and exchange between Kenya and Iran companies on strengthening trade relations.
2021-01-28,CS Amb Raychelle Omamo appreciated Iran's initiative of collaborating with Kenya in key sectors as a way of expanding bilateral relations that will benefit  the people of the two countries.
2021-01-28,The Islamic Republic of Iran Vice President for Science and Technology H.E Dr. Sorena Sattari who is in Kenya on a three day visit today paid a courtesy call on Kenya's Foreign Affairs Cabinet Secretary Amb Raychelle Omamo.
2021-01-27,Foreign Affairs P.S Amb.Macharia Kamau held a meeting with Saudi Arabia Amb. to  Kenya Dr. Mohammed Khayat. They reviewed bilateral relations between the two countries. H.E Khayat apprised P.S @AmbMKamau of a scheduled visit of Saudi Arabia Foreign Minister early next month.
2021-01-27,Foreign Affairs C.S Amb. Raychelle Omamo today held talks with High Commissioner of Tanzania to Kenya H.E Dr. John Stephen Simbachawene. They discussed bilateral issues that are of mutual benefit to the people of the two countries.@MFATanzania @TzHighcom
2021-01-26,"The CS Amb Raychelle Omamo called on Member States to be united and speak with one voice in support of the Common African Position expressed in the Ezulwini Consensus and espoused in the Sirte Declaration, which calls for more representation of the current UN membership."
2021-01-26,The meeting hosted on the back-drop of the meeting of the Intergovt'al Negotiations on Security Council was attended by Member States to discuss activities that would advance the Common African Position by the C-10 in NY and the upcoming debate of Equitable Representation #UNSC
2021-01-26,"Chief Administrative Secretary, Hon. @AbabuNamwamba today, represented the Cabinet Secretary Amb. Raychelle Omamo at the Virtual Ministerial meeting of the African Union Committee of Ten (C-10) on the reforms of the United Nations Security Council."
2021-01-26,Foreign Affairs CAS @AbabuNamwamba earlier today at JKIA received Islamic Republic of Iran Vice President for Science and Technology H.E Dr. Sorena Sattari who is in Kenya on a three day visit. Dr Sorena is also leading a business delegation to Kenya.
2021-01-21,Discussions focused on possible areas of  cooperation which include Kenya’s membership at the UNSC; Climate Change; Regional Peace and Security; Counter Terrorism and Violent Extremism.
2021-01-21,CS @ForeignOfficeKE Amb. Raychelle Omamo held a virtual meeting with Mr. Peter Maurer President of the International Committee of the Red Cross. She commended the positive role played by ICRC in respect to humanitarian assistance to victims of conflict in the country &amp; the region
2021-01-20,"Indian High Commissioner to Kenya Dr. Virander Paul today paid a courtesy call on Foreign Affairs CAS Hon Ababu Namwamba. They discussed a wide range of issues on Kenya India partnership, including trade and development cooperation;  and Kenya India concurrent tenure at the #UNSC"
2021-01-20,"During the one day official visit, The UK Secretary of State for Foreign, Commonwealth and Development and First Secretary of State Hon Dominic Raab will also tour the Liquid Telecom Nairobi Data Centre and KEMRI laboratories."
2021-01-20,"On access to quality education, Kenya and UK plans to  co-host the Global Partnership for Education Replenishment Summit which aims to raise over £5billion to increase access to girls education."
2021-01-20,"CS Raychelle Omamo and Hon Dominic Raab, after the bilateral talks signed the Supplemental Arrangement to the Framework on Kenya- UK Strategic Partnership which is a monitoring mechanism that aims to elevate cooperation between the two countries under 5 pillars."
2021-01-20,"CS Raychelle Omamo and Hon Dominic Raab discussed bilateral issues touching on Kenya-UK Strategic Partnership 2020-25, Investment and Business Environment Reforms, Counter-terrorism,Health in relation to Covid-19, Climate Change and co-hosting of the 2021 Educ. Repleshment Summit"
2021-01-20,"Foreign Affairs Cabinet Secretary Amb Raychelle Omamo this morning received and held bilateral talks with UK Secretary of State for Foreign, Commonwealth and Development Affairs and First Secretary of State RT. Hon. Dominic Raab."
2021-01-20,"Foreign Affairs CAS Hon. Ababu Namwamba has this morning received United Kingdom Secretary of State, Commonwealth and Development Affairs &amp; First Secretary of State Rt.Hon Dominic Raab at Jomo Kenyatta International Airport.  Rt. Hon Raab is  on a one day official visit to Kenya."
2021-01-18,"CS @ForeignOfficeKE Amb. Raychelle Omamo bid farewell to Ambassador Kyle McCarter, outgoing US Ambassador to Kenya.  She commended him for his exceptionally active tour of duty that promoted the strengthening of relations between the two countries @USAmbKenya  #USAMarafiki"
2021-01-17,"Kenya #Week3 at the #UNSC.

Kenya advocates for meaningful cooperation between the UN and Regional and Subregional Organizations on issues that crosscut African priorities &amp; global peace operations."
2021-01-15,"H.E. Sabri Boukadoum, Foreign Affairs minister of Algeria informed CS Amb Omamo that Kenya's Foreign Service Institute(FSI) will continue to benefit from their Institute. Currently 135 Kenyans are in Algerian institutions of higher learning under Algeria's gov't scholarship."
2021-01-15,"CS Amb Raychelle Omamo today held bilateral talks with H.E. Sabri Boukadoum, Minister of Foreign Affairs of Algeria who is on a two day visit to Kenya. They discussed how to strengthen ties, committed to a Joint Commission for Cooperation (JCC) and finalize on MOUs signed."
2021-01-14,"4/4... In the context of Kenya’s tenure to the UNSC, they agreed to establish a coordination mechanism on strategic thematic areas."
2021-01-14,3/4...They discussed the importance of raising the profile of UNON in Nairobi as one of the 4 UN headquarters and a voice for the global south and acknowledged the critical role played by UNEP as the centre for environmental diplomacy
2021-01-14,"2/2. CS applauded initiatives UNON has put in place in particular establishment of UN -The Nairobi Hospital Treatment Facility, a partnership project of GoK, UN &amp; Nairobi Hosp. She lauded the project as a vital facility in light of the global pandemic of the corona virus disease"
2021-01-14,"1/2... CS @ForeignOfficeKE Amb. Raychelle Omamo, today held a meeting with @ZainabHawa, DG of UNON and thanked her for the strong cooperation between UNON and GOK."
2021-01-13,Cabinet Secretary Amb Raychelle Omamo this morning held bilateral talks with the Foreign Minister of the Government of Japan Hon Motegi Toshimitsu who is on an official visit to Kenya. They discussed efforts to strengthen the longstanding bilateral relations.
2021-01-12,"PSs Macharia Kamau, Saitoti Torome and Dr. Chris Kiptoo in the second day of schools inspection in Nakuru County on the status of implementation of back to school program. They visited Moi Primary, Pangani special School, Kirobon Girls, Njenga Karume Mixed and Mary Mount in Molo."
2021-01-11,P.S @AmbMKamau and State Dept. for Planning PS Saitoti Torome visited Munyaka Public Primary in Subukia to inspect the school reopening status in an exercise dubbed operation back to school. They thanked teachers and Parents for achieving a 100% enrolment besides the challenges.
2021-01-11,PS Macharia Kamau called on school stakeholders to join hands with the government to ensure infrastructure development and 100 percent enrolment sighting the nexus of school enrolment and development.
2021-01-11,"PS @AmbMKamau and PS Saitoti Torome PS, State Dept.  for Planning are in Nakuru County to visit and inspect the status of schools reopening. At Milimani Primary in Naivasha town, they inspected adherence to Covid-19 protocols and took note of challenges faced for remedial action."
2021-01-10,"Week Two of Kenya at the #UNSC.
Kenya continues to engage in matters pertaining to international peace &amp; security including those that touch on our region at the #UNSC"
2021-01-07,The Special Envoy on South Sudan Hon. Kalonzo Musyoka  paid a courtesy call on Foreign Affairs C.S Amb. Raychelle Omamo. They discussed the status of implementation of the peace agreement in South Sudan.
2021-01-06,"CS Amb.Raychelle Omamo held talks with the outgoing United Nations Resident Coordinator to Kenya Mr.Siddharth Chatterjee.
CS Omamo commended @sidchat1 for his role in strengthening Kenya and UN relations and the milestones achieved during his tenure as the UN Resident Coordinator"
2021-01-04,#Kenya represented by @AmbMKimani takes its rightful place at the #UNSC for the 2021-2022 term.
2021-01-04,@AmbMKimani joined the newly-elected members of the #UNSC in making brief remarks before the official flag installation ceremony at the entrance of the Council Chambers in New York.
2021-01-04,The traditional official flag installation ceremony for incoming members of the #UNSC  🇮🇳🇮🇪🇰🇪🇲🇽🇳🇴 is live now on @UNWebTV
2020-12-31,"Countdown 01JAN2021 ! Join us as we count down to Day1 of Kenya's 2021-2022 tenure at the #UNSC
@PeopleDailyKe @NationAfrica @BreakingNewsKE @984inthemorning @RadioCitizenFM @citizentvkenya @BreakingNewsKE"
2020-12-31,"Kenya's @KenyaMissionUN ready and committed to serve @UNSC starting January 1, 2021 for the period 2021-22: Regional peace and security on top of #Kenya's  Agenda. Ambassadors:  @AmbMKimani @MKiboino @Njambi_Kinyungu"
2020-12-31,"Ready to go...Soon the #Kenya flag will be hoisted outside the #UNSCChamber, 23 years
Since we last served. The traditional official flag installation ceremony for incoming members will be held on Monday 4 January 2021 🇮🇳🇮🇪🇰🇪🇲🇽🇳🇴 join the live podcast at"
2020-12-31,"Kenya’s experiences, ethos and philosophy stand the country in good stead as a champion for consensus during her tenureship at #UNSC

https://t.co/uDAzePENhr"
2020-12-24,From the office of the Cabinet Secretary @ForeignOfficeKE Amb Raychelle Omamo #MerryChristmas
2020-12-18,"Kenya's Permanent Representative to the United Nations, @AmbMKimani, pose for a photo with the UN Secretary General @antonioguterres upon presenting his credentials. Amb Martin Kimani takes this duty at a time that Kenya takes its elected position at the #UNSC starting Jan.1.2021"
2020-12-17,"2/2. Sant’Egidio is engaged in many fields especially in the field of peace, conflict resolution and stability, and humanitarian development. Currently they are working in Africa with a presence in thirty two African countries."
2020-12-17,"1/2. Foreign Affairs Cabinet Secretary Amb. Raychelle Omamo today held a meeting with Dr Paolo Impaglazzio, the Secretary General of the Sant’Egidio Community. The discussions centred on matters of mutual interest including peace and humanitarian  diplomacy."
2020-12-17,"3. CS Omamo reiterated Kenya's commitment to the activities of IORA and continued support of constructive positions, consensus building and validity of IORA's objectives key being the critical role that maritime safety and security plays in achieving economic growth &amp; development"
2020-12-17,"2. Kenya underscores the need for closer cooperation within IORA to create a more transparent, efficient and predictable environment for trade facilitation and investment."
2020-12-17,"1. CS Amb.Raychelle Omamo delivered Kenya Country Statement during the 20th Indian Ocean Rim Association (IORA)Council of Ministers virtual meeting chaired by H.E. Sheikh Abdullah bin al Nahyan, Minister of Foreign Affairs and International Cooperation of the United Arab Emirates"
2020-12-15,"4/4  ""The senior women in this meeting are passing the mantle to the younger upcoming leaders and therefore preparing the younger generation to take up leadership positions in various spheres of society""  - CS Amb. Raychelle Omamo #AWLNDialogue2020"
2020-12-15,3/4 The CS lauded @AWLNetwork as a unique forum linking yesterday's leaders to the leaders of tomorrow in an organic way.She urged women to see new possibilities in women leadership rather than obstacles that have traditionally paved the path of women to success #AWLNDialogue2020
2020-12-15,2/3  CS @ForeignOfficeKe applauded the women in the ambit of @AWLNetwork for breaking the proverbial ceiling to become an inspiration to many upcoming women in Africa by recognizing the power of knowledge sharing #AWLNDialogue2020
2020-12-15,"1/4 CS @ForeignOfficeKE Amb. Raychelle Omamo participated at the second @AWLNetwork Intergenerational Retreat on Leadership in Africa, themed ""women navigating leadership in holistic newness"" #AWLNDialogue2020"
2020-12-15,Happening now #AWLNDialogue2020
2020-12-15,"H.E Luke Williams, the Australian High Commissioner to Kenya paid a courtesy call virtually to PS Macharia Kamau where he introduced himself and his focus while on his tour of duty to Kenya."
2020-12-13,"This is the second visit by a Somaliland leader following a similar one by President Kahin Riyale Kahin in 2006. Somaliland is an important partner in the Horn of Africa region in the fight against terrorism and particularly Al-Shabaab.@BreakingNewsKE
@TheStarKenya @NTVnewsroom"
2020-12-13,"Kenya has no diplomatic presence in Somaliland but takes cognizance of the political &amp; economic stability of the region and is keen to enhance and broaden trade in goods and services, as well as, investment as the cornerstone for long-term development cooperation with the region."
2020-12-13,"President of Somaliland, Musa Bihi Abdi arrived in the Country this afternoon. He was received by CS Munya and CAS Hon @AbabuNamwamba. H.E Musa Abdi will hold talks Monday with H.E President Uhuru Kenyatta on mutual interests."
2020-12-12,"Cabinet Secretary Amb.Raychelle Omamo yesterday hosted a virtual farewell ceremony in honour of H.E. Mr. Dmitry Kuptei, outgoing Ambassador of the Republic of Belarus to Kenya. H.E. Kuptei thanked the Government and MFA for cooperation and deeper relations during his tour of duty"
2020-12-11,#JamhuriDay2020
2020-12-09,"CS Amb. Raychelle Omamo joined President Uhuru Kenyatta and visiting Prime Minister Dr. Abiy Ahmed during the inspection tour of the ongoing construction of the Lamu Port, an anchor project under the (LAPSSET). On arrival they were received by CS James Macharia and PS @AmbMKamau"
2020-12-09,CS Raychelle Omamo received H.E President Uhuru Kenyatta and visiting Ethiopia Prime Minister Dr. Abiy Ahmed on arrival at the Odda Airstrip in Moyale where the two leaders commissioned the Moyale One Stop Border Point and the Hawassa-Moyale- Ethiopia road.
2020-12-09,"CAS Hon @AbabuNamwamba represented the Cabinet Secretary Raychelle Omamo at the 7th Annual Kenya Diaspora Homecoming Convention. The get-together he said, provides a valuable opportunity to share knowledge, experiences, opportunities and challenges from different countries."
2020-12-08,#KenyaUKTrade deal will allow exporters duty free market access to  UK.
2020-12-07,"CS Amb. Raychelle OMAMO, and staff working in the UNSC office @ForeignOfficeKE today participated in a virtual briefing by the Security Council Report (SCR), on the workings of the United Nations Security Council in preparations of Kenya’s tenureship for the 2021-2022 term."
2020-12-06,CS @ForeignOfficeKE Amb Raychelle Omamo represented H.E President  Uhuru Kenyatta at the13th Extraordinary Session of the @_AfricanUnion Assembly on #AfCFTA and 14th Extraordinary Session of the Assembly on #SilencingTheGuns held on 5th and 6th December 2020. @StateHouseKenya
2020-12-04,Long serving and celebrated Political and Diplomatic Secretary @ForeignOfficeKE Amb Tom Amolo today officially handed over office to the incoming Director General Amb Galma Boru.They held talks with PS @AmbMKamau &amp; Amb Lemoshira. Tom Amolo is the Ambassador- designate to Berlin.
2020-12-04,"Foreign Affairs PS @AmbMKamau held talks with Mr. Christophe Bigot Director for Africa and Indian Ocean Islands, Ministry of Foreign Affairs of the French Republic on bilateral, multilateral and regional issues. Present was H.E Mrs. @AlineMenager Ambassador of France to Kenya."
2020-12-03,The Workshop themed  “Instrument of Operation” aims at developing a Working Manual (Constitution and Strategic Plan) for the ICGLR Regional Civil Society Forum and also operationalise its mandate.
2020-12-03,"Foreign Affairs CAS @AbabuNamwamba this afternoon opened a strategy workshop for the International Conference on the Great Lakes Region (ICGLR) Regional Civil Society Forum at Maasai Lodge, Kajiado County."
2020-12-03,"Cabinet Secretary Amb. Raychelle Omamo,held talks with H.E. Amb. Nguyem Nam Tien, the new Ambassador of the Socialist Republic of Vietnam to Kenya. They discussed issues of mutual interest on security, trade and investment and future engagements as non-permanent members to UNSC."
2020-12-03,"H.E. Sidik Spahic, Ambassador of Bosnia and Herzegovina to Kenya with residence in the United Republic of Egypt today paid a courtesy call on Cabinet Secretary Amb. Raychelle Omamo. They discussed bilateral relations and cooperation in trade, tourism, textile and agriculture."
2020-12-03,H.E Uhuru Kenyatta President of the Republic of Kenya yesterday received credentials from 11 Ambassadors and High Commissioners to Kenya. He affirmed Kenya's commitment to her international partners. Present at the ceremony was Foreign Affairs CS Raychelle Omamo and PS @AmbMKamau
2020-12-01,"PS @AmbMKamau held talks with the British HC to Kenya, H.E. @JaneMarriottUK earlier today.
They discussed issues of mutual interests including Regional Peace and Security, as well as multilateral cooperation in the context of Kenya's membership to #UNSC for the period 2021-2022."
2020-11-30,"CS Raychelle Omamo held a virtual session with Kenya's designate envoys after their induction course. She urged them to work diligently, use all their competencies and skills in their duty stations to ensure Kenya achieves good standing and in tandem with Kenya's Foreign Policy"
2020-11-30,Kenya and Norway will serve at the United Nations Security Council #UNSC for the period 2021 - 2022.
2020-11-30,"CS Raychelle Omamo held fruitful discussion with H.E. Ine Marie Eriksen @NorwayMFA on areas of possible collaboration at the UNSC; Advancing women, peace and security agenda; climate change; mentorship of young women diplomats and cooperation in the fight against Covid-19."
2020-11-30,"Press release-
The Federal Republic of Somalia Decision to Send Kenya's Ambassador to Nairobi for Consultation."
2020-11-27,PS Foreign Affairs @AmbMKamau    presented his views on the 2021/22 budget during the public hearing on the Budget and Medium Plan organized by the National Treasury at KICC. He highlighted ways the ministry has streamlined operations to address new challenges in Foreign Service.
2020-11-26,"CS Amb. Raychelle Omamo, panelists: Dr Sally Kosgei, @ZainabHawa and @CMuigaiMwangi
launch the #AziziDialogue: An Intergenerational Mentorship Program to empower young women diplomats in the 21st Century @ForeignOfficeKE #AUAfricaYouth"
2020-11-26,"Azizi is an arabic boys name given by dotting parents. It means highly esteemed, precious, mighty one, powerful, beloved one.  It is a name of authority and promise.  
#Azizi-Dialogue has been applied to this girl's program to give a voice to inspire young women to greatness."
2020-11-26,"@ZainabHawa on International jobs:
The world is a market, all you need is to package yourself and sell out as a professional, competent and knowledgeable woman diplomat. A job well planned is a job half done.

-Mentorship initiative by CS Raychelle Omamo
#AziziDialogue"
2020-11-26,"Amb @CMuigaiMwangi: Develop work ethics and culture; work diligently and deliver on time as a diplomat. Always carry yourself with dignity.

- Mentorship initiative by CS Raychelle Omamo for young diplomats
#AziziDialogue"
2020-11-26,"Dr. Sally Kosgey: 'Know your work and let it be at your fingertips all the time and learn to stand for what you know. Commitment and patriotism is key'.
-Mentorship initiative by CS Raychelle  Omamo for young diplomats.
#AziziDialogue"
2020-11-26,"H.E Dr. @ZainabHawa has urged young diplomats to be well prepared, learn norms and rules of diplomacy that will help them navigate as diplomats. #Azizdialogue"
2020-11-26,"As we mark AU Africa Youth Month, CS Amb. Raychelle Omamo will be launching the 'Azizi Dialogues': An Intergenerational Mentorship Program to empower young women diplomats in the 21st Century @ForeignOfficeKE"
2020-11-26,"#16DaysofActivism2020
#GBVniZii"
